loan_granted,is_first_loan,fully_repaid_previous_loans,currently_repaying_other_loans,total_credit_card_limit,avg_percentage_credit_card_limit_used_last_year,saving_amount,checking_amount,is_employed,yearly_salary,age,dependent_number
0,0,1,1,0,-1,2355,1539,1,8100,33,1
0,0,1,1,5000,0.78,1024,6554,1,38500,44,4
1,1,-1,-1,4500,0.63,817,3656,1,13900,54,5
1,1,-1,-1,6800,0.6,2465,1720,1,58100,46,8
0,1,-1,-1,3500,0.7,521,1777,0,0,40,7
0,1,-1,-1,2200,0.88,859,3091,0,0,21,8
1,1,-1,-1,0,-1,233,1425,0,0,58,4
0,0,1,1,0,-1,926,368,1,28400,45,2
0,1,-1,-1,0,-1,1324,2098,1,29900,70,3
0,1,-1,-1,6100,0.64,2523,5338,1,57800,18,6
1,0,1,0,5000,0.44,1732,2137,1,11100,57,7
1,0,1,0,7700,0.34,5380,9208,1,44400,34,2
1,1,-1,-1,5500,0.64,4571,6767,1,51200,42,2
0,1,-1,-1,0,-1,656,2438,1,21100,51,3
0,0,1,1,7600,0.43,765,784,0,0,49,2
0,1,-1,-1,0,-1,1018,1457,0,0,44,4
0,1,-1,-1,4500,0.75,921,4557,0,0,52,8
0,1,-1,-1,6200,0.95,469,2713,0,0,25,8
1,0,1,0,6400,0.74,1742,2271,1,17200,30,1
0,1,-1,-1,2000,0.84,812,1617,0,0,57,5
1,1,-1,-1,4800,0.7,1031,1993,1,44500,25,6
1,0,0,0,5400,0.58,1058,6004,1,36000,46,2
0,0,1,1,3600,0.71,3399,1652,0,0,49,2
1,1,-1,-1,9400,0.77,1566,3441,1,36200,50,1
0,1,-1,-1,2100,1.01,572,2932,0,0,49,5
1,1,-1,-1,3300,0.18,980,3351,0,0,37,4
0,0,1,0,8600,0.99,4183,6216,1,40000,41,0
1,0,0,1,4500,0.61,440,1666,1,22800,43,7
0,0,1,1,1800,0.79,822,2090,1,37500,43,0
0,0,1,0,6100,0.74,38,1091,1,3100,27,2
1,1,-1,-1,2700,0.84,3628,4495,1,60600,31,3
1,0,1,1,4600,0.82,808,2500,1,17100,42,7
0,1,-1,-1,8100,0.54,1080,2693,1,40800,30,1
0,1,-1,-1,2800,1.09,2459,8489,1,12000,43,7
0,0,1,1,4800,0.54,4410,913,1,59700,38,1
0,0,1,0,500,1.01,1233,2202,1,9500,43,2
1,1,-1,-1,2700,0.68,1824,4353,1,43500,22,5
1,1,-1,-1,8000,1.01,2558,558,0,0,46,2
0,0,1,0,3000,1.09,3386,4685,1,57000,33,2
1,0,1,0,2000,0.9,2489,1984,1,42400,40,1
0,1,-1,-1,4100,0.89,451,2429,1,17200,55,2
1,0,1,0,4900,0.48,2682,4352,1,54300,63,0
1,1,-1,-1,7300,0.67,2895,4359,1,12400,63,4
0,0,1,1,2000,0.89,516,2379,0,0,37,2
0,1,-1,-1,4600,1.04,763,2383,1,2300,32,2
1,0,0,0,7400,0.6,2510,2369,1,57300,25,0
1,0,1,0,7600,0.78,3409,6439,1,35800,54,2
0,0,1,0,5800,1.01,954,2757,1,14600,30,1
0,1,-1,-1,7200,0.28,4216,807,0,0,44,3
1,0,1,1,6500,0.87,7973,3846,1,18400,37,3
0,0,1,0,3200,0.81,1194,2203,0,0,48,8
0,1,-1,-1,4300,0.71,4558,8192,1,51700,23,1
1,1,-1,-1,900,0.84,1146,892,1,18500,46,8
0,1,-1,-1,2800,0.61,618,7577,1,11200,38,6
0,1,-1,-1,5800,1.03,4719,3161,0,0,50,4
1,0,1,0,8500,0.62,2707,8661,1,44900,38,0
0,0,1,0,5700,0.96,4549,3300,0,0,64,2
1,1,-1,-1,4100,0.74,2011,4149,1,10800,37,3
0,0,1,0,5400,0.82,1045,328,1,22100,28,8
1,1,-1,-1,0,-1,1449,2204,1,33300,46,1
0,1,-1,-1,3800,0.74,1132,1647,0,0,43,2
1,0,1,0,6200,0.73,2509,2383,1,54700,49,2
0,0,1,0,4600,0.59,5096,2399,0,0,31,6
1,0,1,0,3400,0.95,1794,3247,0,0,59,4
0,1,-1,-1,3300,0.71,288,1211,0,0,36,3
1,1,-1,-1,4300,0.5,4576,3963,1,17000,36,2
1,0,1,0,7700,0.93,5620,299,1,54000,43,1
1,1,-1,-1,6600,0.84,2105,5278,1,35000,40,8
0,1,-1,-1,2900,0.88,644,2545,1,39600,49,2
1,0,1,0,3600,0.65,1762,3414,1,51100,63,1
0,1,-1,-1,2000,0.92,1696,3204,0,0,25,5
1,1,-1,-1,4700,0.65,1032,2328,1,42300,19,8
0,1,-1,-1,3700,0.82,1250,3062,1,52700,36,4
0,0,1,0,2700,0.65,2108,797,1,50900,46,7
1,0,1,0,6600,0.71,1538,7643,1,32000,29,3
1,1,-1,-1,1700,0.72,3854,1161,1,39400,31,1
1,0,1,1,2500,0.54,541,4791,1,33100,58,8
1,1,-1,-1,0,-1,1128,1401,1,16300,31,8
1,1,-1,-1,4000,0.52,1068,1957,1,21600,49,8
1,1,-1,-1,5400,0.72,3388,3066,1,18000,25,2
0,1,-1,-1,6600,0.85,867,1622,0,0,41,8
0,1,-1,-1,6100,0.65,1446,5821,1,12200,45,3
1,1,-1,-1,4200,0.83,857,5441,1,42100,49,2
0,1,-1,-1,2900,0.73,1231,1185,0,0,56,5
0,0,1,0,6900,0.53,1253,1501,1,32700,39,1
0,0,1,0,3800,0.52,7719,2275,1,27800,37,2
0,1,-1,-1,5400,0.79,237,2341,0,0,45,2
0,0,1,0,6200,1.02,1993,2328,1,41900,61,8
0,0,1,0,1500,0.78,310,3072,1,39100,39,8
1,0,1,0,5600,0.91,2516,3576,1,39800,35,4
1,0,1,0,4400,0.77,938,2225,0,0,36,4
1,1,-1,-1,5600,0.8,686,3236,1,46300,44,1
1,1,-1,-1,5100,0.76,446,3630,1,20900,70,5
0,1,-1,-1,2300,0.89,1505,2598,1,16300,64,8
1,1,-1,-1,5700,0.27,1014,1896,1,28700,46,1
0,1,-1,-1,5500,0.58,791,624,0,0,28,5
0,0,1,0,0,-1,1465,238,0,0,47,3
0,0,1,0,7400,0.92,1530,2623,1,12200,62,2
0,0,1,1,1600,0.71,732,2227,0,0,23,3
1,1,-1,-1,3100,0.44,2794,6298,1,40900,33,0
1,1,-1,-1,1700,0.89,454,2068,1,23900,47,3
0,1,-1,-1,6100,0.77,5756,605,1,24300,40,8
1,1,-1,-1,5000,0.69,3297,2336,1,24200,44,2
0,1,-1,-1,3500,0.65,1204,2185,0,0,30,2
1,0,1,0,3600,0.64,4561,411,1,6600,37,1
0,0,0,0,2200,0.71,843,2940,0,0,47,4
1,1,-1,-1,0,-1,630,3395,0,0,45,3
0,0,1,0,4900,0.58,3174,1648,1,55500,42,6
1,0,1,0,4200,0.57,2105,312,1,29100,64,2
0,1,-1,-1,4900,0.67,257,2444,1,18300,38,2
0,1,-1,-1,4800,0.63,3992,503,0,0,61,1
0,1,-1,-1,1800,0.66,2422,4594,1,47000,42,3
1,0,1,1,4300,0.87,1329,845,0,0,53,3
0,1,-1,-1,8100,0.61,995,2427,0,0,51,4
0,1,-1,-1,7300,0.52,4117,4322,1,53900,43,2
0,1,-1,-1,8100,0.7,6618,5036,1,28500,43,1
0,1,-1,-1,2000,0.81,542,1981,0,0,36,8
1,1,-1,-1,5100,0.71,2641,5598,1,37300,46,2
1,1,-1,-1,3600,0.98,1351,6658,1,35500,56,7
1,0,1,0,4800,0.57,3745,5523,1,38400,23,3
0,1,-1,-1,3400,0.81,1296,1578,0,0,36,1
1,1,-1,-1,8200,0.57,1835,3629,1,16200,23,2
0,1,-1,-1,700,0.52,361,3700,0,0,45,5
1,1,-1,-1,4300,0.76,2829,3309,1,35200,40,2
1,0,0,0,4800,0.79,5809,1137,1,24700,55,3
0,1,-1,-1,4300,0.75,1324,2985,0,0,19,8
1,1,-1,-1,2100,0.7,535,1503,1,8500,48,2
0,0,1,0,3700,0.89,1688,2121,0,0,40,2
0,1,-1,-1,3400,0.83,2863,7986,0,0,69,4
1,1,-1,-1,2100,0.38,1512,1669,1,20200,46,3
0,1,-1,-1,2500,0.98,1625,1460,0,0,58,3
0,0,1,1,3900,0.61,3143,4252,0,0,58,4
0,0,1,0,1000,0.46,1922,2562,0,0,44,3
0,0,1,0,2000,0.21,899,1261,0,0,64,8
0,0,1,0,2800,0.53,387,3746,0,0,46,8
1,1,-1,-1,7400,0.83,2975,3442,1,36900,42,2
1,0,1,0,4400,0.65,3719,3530,1,43000,24,4
0,1,-1,-1,4000,0.38,1376,2360,0,0,40,3
1,0,1,0,3900,0.9,947,5764,1,50100,46,7
1,1,-1,-1,3000,0.37,3447,2099,1,24900,42,1
0,1,-1,-1,6200,0.56,1755,2655,0,0,73,4
0,0,1,1,1700,0.57,1034,2965,0,0,36,7
0,1,-1,-1,5600,1.05,1669,1332,1,34300,18,1
1,1,-1,-1,4800,0.82,2063,4445,1,31100,65,3
1,1,-1,-1,2500,0.75,1167,3689,1,42200,49,1
0,0,1,0,2300,0.78,1277,704,0,0,49,4
0,0,1,0,0,-1,644,957,0,0,46,5
0,1,-1,-1,7200,0.78,1253,725,0,0,69,2
0,1,-1,-1,4500,0.57,1084,1425,1,18000,20,3
1,1,-1,-1,1900,0.97,1015,3102,1,21700,45,8
0,0,1,1,7100,0.63,1054,1627,0,0,74,6
1,0,1,0,4400,0.73,1960,8796,1,23000,46,2
1,0,1,0,4900,0.46,1503,5719,1,41600,24,5
0,1,-1,-1,0,-1,763,3950,0,0,51,1
0,0,1,1,1700,0.9,622,4056,1,19100,29,8
1,1,-1,-1,2600,0.69,1242,4124,1,28200,62,3
1,0,1,0,4900,0.63,1936,2831,1,13400,52,6
0,0,1,0,2600,0.93,1178,591,0,0,49,3
1,0,1,1,2900,0.86,1610,7820,1,21300,51,8
1,0,1,0,3600,0.98,4603,7309,1,54700,47,5
1,1,-1,-1,7800,0.84,2409,4408,1,36500,28,1
1,1,-1,-1,5000,0.52,4130,3936,1,25200,36,7
0,1,-1,-1,4800,0.53,1467,1885,0,0,34,1
0,0,1,0,2900,0.58,7423,7021,1,17500,67,7
1,1,-1,-1,3600,0.8,1345,2218,1,26300,41,7
1,0,1,0,2700,0.6,3596,5234,1,67500,46,1
0,1,-1,-1,5100,0.95,1769,2576,0,0,19,8
1,0,1,0,3100,0.89,1121,1091,1,37400,58,2
0,0,1,0,5100,0.17,3812,4785,1,29700,27,8
1,0,1,0,900,0.87,1609,1146,1,28600,48,3
0,1,-1,-1,700,0.88,949,1944,1,35800,74,4
1,0,1,1,700,0.48,371,290,1,23700,43,5
1,1,-1,-1,5100,0.71,3417,4351,1,45000,20,2
0,1,-1,-1,4500,0.7,5956,5981,0,0,28,8
0,1,-1,-1,3800,0.68,3522,3038,1,31400,30,3
1,0,0,0,4800,0.47,2296,2723,1,32800,57,8
1,1,-1,-1,2900,0.34,3827,6032,1,47800,18,0
0,0,1,1,3500,0.72,267,1703,0,0,35,8
0,1,-1,-1,0,-1,313,2200,1,29100,41,7
1,0,1,0,2600,0.6,2544,4396,1,52100,25,8
0,1,-1,-1,7100,1.07,2639,2753,1,54300,54,2
1,1,-1,-1,2200,0.83,1041,2316,1,39500,49,4
0,1,-1,-1,4500,0.58,557,1553,0,0,38,8
1,0,1,0,6200,0.74,2908,785,1,38800,43,8
0,1,-1,-1,3500,0.51,1519,1526,0,0,47,1
0,0,1,0,2800,0.53,1480,1860,0,0,46,8
1,1,-1,-1,9600,0.87,3841,7092,1,54300,32,0
0,1,-1,-1,4600,0.7,1316,2649,0,0,61,0
0,0,1,1,2400,1,2116,907,0,0,47,2
1,1,-1,-1,5400,0.7,1054,1958,1,14700,36,4
0,1,-1,-1,2000,0.44,1892,83,0,0,53,2
1,0,0,0,4300,0.84,2005,1193,1,29200,35,3
0,1,-1,-1,0,-1,706,3291,1,22000,41,8
0,1,-1,-1,5700,0.96,2151,626,0,0,28,8
1,1,-1,-1,3500,0.89,2672,8901,1,42500,26,2
1,1,-1,-1,2700,0.92,1161,4561,0,0,29,2
0,0,1,0,5500,0.95,602,1511,0,0,34,1
0,1,-1,-1,2900,0.69,1146,2950,0,0,56,3
0,1,-1,-1,5000,0.92,3638,8965,0,0,30,4
1,0,1,0,4400,1.08,858,792,1,31700,50,4
1,0,0,0,2100,0.87,1133,3274,1,20000,35,5
0,1,-1,-1,7600,0.91,2852,2999,0,0,39,0
0,1,-1,-1,4100,0.47,566,2384,1,21100,53,7
0,1,-1,-1,5900,0.72,41,4378,1,38400,34,4
1,1,-1,-1,5900,0.47,4188,4004,1,43700,37,3
0,1,-1,-1,6800,0.45,962,1787,0,0,41,3
1,1,-1,-1,5700,0.9,707,1592,1,28900,26,4
0,1,-1,-1,4400,0.95,1000,3690,0,0,21,5
0,1,-1,-1,5100,0.93,975,3803,1,27700,61,5
0,0,0,1,2600,0.8,870,2090,0,0,37,3
1,1,-1,-1,6100,0.59,4586,1047,1,57400,41,1
0,1,-1,-1,3500,1.02,1084,882,0,0,24,1
1,1,-1,-1,3000,0.75,1151,2560,0,0,37,8
0,0,1,0,5200,0.88,634,3487,0,0,46,1
0,0,1,0,1000,0.62,769,2245,1,23500,22,5
0,1,-1,-1,5700,0.79,1174,2491,0,0,76,2
0,1,-1,-1,3600,0.86,1301,3067,0,0,33,2
0,0,1,0,0,-1,622,1733,1,17600,55,5
1,1,-1,-1,8000,0.76,5191,6223,1,34500,47,3
0,0,1,0,6800,0.47,751,3733,0,0,55,3
0,0,0,1,4200,0.69,1013,3400,0,0,50,3
0,0,1,0,3600,0.65,2414,5494,0,0,33,6
1,1,-1,-1,7800,0.53,1665,5015,1,35800,36,8
1,0,1,0,7900,0.3,5717,1281,1,44300,44,8
0,0,0,0,5000,0.41,2098,3953,1,33000,68,1
1,0,1,0,9300,0.21,898,3169,1,44900,36,1
0,0,1,1,5200,0.88,969,2133,0,0,24,8
0,0,1,0,4100,0.69,1217,6403,0,0,35,7
0,0,1,0,3100,0.78,1638,3444,0,0,24,1
1,1,-1,-1,4000,0.49,1416,1031,1,37800,30,2
0,0,1,0,3700,0.26,969,5098,0,0,65,1
0,1,-1,-1,4600,1.03,762,1859,0,0,23,8
0,1,-1,-1,6500,1.01,2886,4122,1,32900,55,1
1,1,-1,-1,5900,0.79,2411,2883,1,42200,55,5
0,1,-1,-1,3700,0.91,647,1532,1,35000,35,5
0,1,-1,-1,7100,0.64,3340,3183,1,32900,54,2
0,0,0,0,6000,0.44,3548,3629,1,43600,41,1
0,0,1,0,5300,0.75,746,2566,0,0,34,1
1,0,1,0,2500,0.78,1205,2478,0,0,68,3
0,1,-1,-1,0,-1,1055,4135,0,0,23,3
1,0,1,0,3500,0.93,4446,4191,1,31400,20,1
1,0,1,0,4000,0.87,946,2091,0,0,48,3
1,1,-1,-1,5300,0.83,1280,7946,1,41600,29,1
1,1,-1,-1,2900,0.84,1820,2296,1,25900,69,8
0,0,0,0,4700,0.57,265,4676,0,0,39,2
1,0,1,1,4900,0.85,708,644,1,21400,55,4
0,1,-1,-1,2800,0.82,405,1248,0,0,50,8
0,0,1,0,4100,0.91,676,1422,0,0,23,1
1,0,1,0,3000,0.6,3625,730,1,39500,37,6
1,1,-1,-1,2900,0.58,678,3289,1,31000,29,8
1,1,-1,-1,6300,0.71,848,1092,1,25600,79,1
1,0,1,0,2500,0.92,720,2349,1,17400,43,3
0,0,1,0,900,1.08,995,2468,0,0,40,2
1,0,0,0,5000,0.91,506,3245,0,0,32,8
1,1,-1,-1,2900,0.71,302,2944,1,15900,31,2
1,0,1,0,3600,0.75,445,1389,1,16000,32,6
1,0,1,0,4500,0.99,1236,2012,1,15200,34,3
1,0,1,0,5900,0.28,969,7537,1,49600,35,8
1,1,-1,-1,0,-1,1477,3152,0,0,30,1
1,0,1,1,3400,0.75,591,3322,1,28400,23,4
0,1,-1,-1,8200,0.5,4978,9516,1,43100,20,8
1,1,-1,-1,3800,0.65,2694,7671,1,45600,38,1
0,0,1,1,5000,0.77,1208,1025,0,0,21,5
0,0,1,1,4300,1.07,606,742,0,0,42,7
1,0,0,1,2200,0.95,548,2542,1,15300,50,1
0,0,1,0,2800,0.15,44,3948,1,27900,44,4
0,1,-1,-1,3400,0.95,428,1205,1,32400,21,8
1,1,-1,-1,4800,0.67,2374,10261,1,48900,50,1
0,1,-1,-1,2700,0.64,1236,2716,0,0,44,1
0,1,-1,-1,3300,0.72,1780,1877,0,0,59,8
0,1,-1,-1,5100,0.26,5068,5208,0,0,37,6
1,1,-1,-1,7100,0.54,2253,6869,1,50400,22,8
1,1,-1,-1,6400,0.71,964,928,1,29800,29,3
1,0,1,0,6800,0.65,321,3505,1,54800,36,3
1,1,-1,-1,0,-1,1318,3472,1,27000,51,2
0,0,1,1,3200,0.71,808,774,1,15700,25,3
1,1,-1,-1,5200,0.35,3951,5492,1,14400,39,2
1,0,1,1,0,-1,1134,1154,1,37900,53,1
1,1,-1,-1,7300,0.96,655,7879,1,43500,47,8
0,0,1,0,7400,0.53,4176,1872,1,46200,54,7
0,1,-1,-1,7300,0.51,1834,5283,1,32300,47,2
0,0,1,0,3900,0.72,1087,437,0,0,55,7
0,0,0,0,6400,1.03,1963,779,1,40900,43,8
0,0,1,1,2500,0.57,597,1988,0,0,64,2
0,1,-1,-1,3900,0.61,4962,3959,0,0,36,3
0,0,1,1,1900,0.85,942,2752,0,0,35,8
1,1,-1,-1,0,-1,609,1074,1,32100,48,2
1,1,-1,-1,3600,0.71,5316,7285,1,17900,24,2
0,1,-1,-1,8600,0.7,2483,398,0,0,48,0
0,0,1,0,3400,0.53,3794,2540,1,34000,26,2
1,1,-1,-1,8900,0.71,3663,6693,1,58200,22,8
1,1,-1,-1,2700,0.69,1126,2668,1,24100,49,8
0,0,1,0,0,-1,414,1658,0,0,58,3
1,1,-1,-1,5000,0.51,915,2526,0,0,53,2
0,0,1,0,3400,0.5,1843,341,1,9900,26,0
0,0,1,1,0,-1,1371,112,1,28100,38,2
1,1,-1,-1,4900,0.69,2453,2351,1,65800,26,4
1,1,-1,-1,4200,0.93,427,3322,0,0,39,2
0,0,0,1,0,-1,618,2716,0,0,29,2
1,1,-1,-1,5600,0.86,812,6311,1,31300,26,1
1,0,1,1,3300,0.65,1281,765,1,15200,35,5
1,1,-1,-1,6200,0.58,2723,4606,1,35700,54,1
1,1,-1,-1,8000,0.68,330,3754,1,42400,35,1
1,1,-1,-1,5200,0.69,463,2372,1,41000,46,6
1,1,-1,-1,3000,0.89,304,3810,0,0,49,8
1,0,1,1,2000,0.87,1454,1571,0,0,22,8
0,1,-1,-1,0,-1,370,3508,0,0,58,8
1,1,-1,-1,8700,0.87,1804,6485,1,27900,46,5
1,1,-1,-1,3300,0.83,1426,2443,1,31400,43,8
1,1,-1,-1,2600,0.84,428,2800,1,13800,31,6
0,1,-1,-1,0,-1,1593,109,1,45300,46,8
0,0,1,1,2900,0.78,1481,889,0,0,41,1
0,1,-1,-1,4000,1.04,1510,1353,1,34900,51,8
1,1,-1,-1,7100,0.84,2038,3839,1,31800,37,2
0,0,1,0,5500,0.71,2917,5197,1,58300,50,1
1,1,-1,-1,6000,0.67,1587,2584,1,29800,31,5
1,0,1,0,5000,0.78,1921,3768,1,44100,34,2
0,1,-1,-1,5400,1.06,1273,683,0,0,30,4
0,0,1,0,3400,0.51,2576,1578,0,0,63,1
1,1,-1,-1,4000,0.46,391,1536,1,43400,52,0
0,1,-1,-1,4100,0.91,1748,2690,0,0,58,4
1,1,-1,-1,0,-1,249,2871,1,47500,31,3
0,0,1,0,1600,0.6,958,621,0,0,71,4
0,0,1,1,5200,0.66,661,2180,1,36500,51,8
0,1,-1,-1,3000,0.89,1192,1862,0,0,53,3
0,0,0,0,7800,0.65,2408,3563,1,27700,42,3
1,0,1,0,4500,0.93,2059,4532,1,60700,43,6
0,1,-1,-1,3900,0.57,2258,3295,1,24200,50,8
0,0,1,0,4000,1.06,653,4023,1,30400,60,2
1,0,1,0,5400,0.84,4852,2610,1,46000,44,2
1,1,-1,-1,7900,0.54,872,3417,1,44500,51,2
1,1,-1,-1,6400,0.29,2137,7167,1,28600,23,2
0,1,-1,-1,6300,0.59,5969,1411,1,47600,43,2
0,1,-1,-1,4100,0.72,1052,452,0,0,43,4
1,1,-1,-1,6300,0.75,7,2009,1,24300,47,2
0,0,1,1,4900,0.69,464,3563,0,0,32,8
0,1,-1,-1,5800,0.92,2113,5555,1,26000,24,2
1,0,1,0,3400,0.67,2139,1559,1,41900,47,2
1,1,-1,-1,6800,0.79,1113,1001,1,23000,30,5
1,1,-1,-1,7200,0.61,4467,710,1,52400,68,8
1,0,1,0,8300,0.78,4390,2535,1,51000,37,8
1,1,-1,-1,2300,0.82,1778,3511,1,37000,41,4
0,0,1,1,2600,0.71,712,2794,0,0,64,1
1,1,-1,-1,4200,0.82,968,4153,1,47900,46,4
0,0,1,1,4900,1.01,1261,1471,1,33200,72,1
1,1,-1,-1,3200,0.92,445,317,1,23300,22,2
1,0,1,0,4100,0.97,3054,4612,1,12100,54,3
1,0,1,0,6600,0.78,497,4784,1,31900,27,8
1,1,-1,-1,10200,0.55,4432,4678,1,59600,44,5
1,0,1,1,4400,0.84,3201,4288,1,28700,43,3
1,0,1,0,1500,0.69,138,3094,1,17300,35,4
1,1,-1,-1,4900,0.64,1765,5886,1,68300,34,6
1,1,-1,-1,4300,0.38,4161,2737,1,57600,41,8
1,1,-1,-1,4700,0.51,2465,7612,1,39700,50,5
0,0,0,0,7700,0.47,1775,3116,1,32500,73,3
0,0,1,1,3000,0.93,862,2057,1,20800,63,2
1,1,-1,-1,3000,0.89,757,5450,1,13000,30,2
1,0,1,0,4800,0.59,2738,482,0,0,28,4
0,1,-1,-1,4000,0.4,1969,1557,1,19400,38,1
1,0,1,0,2600,0.82,881,849,0,0,37,4
0,1,-1,-1,0,-1,1076,1701,1,41400,34,6
1,1,-1,-1,2500,0.59,3494,4198,1,12400,37,4
1,0,1,0,6700,1,2790,3573,1,49700,57,5
0,1,-1,-1,4200,0.88,337,2675,0,0,37,6
0,1,-1,-1,0,-1,806,3422,0,0,48,2
0,1,-1,-1,2100,1,697,1628,0,0,44,7
0,0,1,0,7600,0.46,83,5427,0,0,44,1
0,0,0,1,3700,0.93,1125,1239,0,0,44,3
1,0,1,0,5400,0.74,1069,5046,1,26800,46,1
0,1,-1,-1,5100,0.6,1553,3687,0,0,60,8
0,1,-1,-1,3000,0.86,2073,1670,0,0,54,4
0,1,-1,-1,3500,0.4,435,5660,1,45600,53,7
0,0,1,0,0,-1,2598,4045,1,38600,43,2
1,0,1,1,5400,0.79,3703,3635,1,45600,61,3
0,0,1,0,1700,0.6,1358,2191,0,0,39,8
1,1,-1,-1,3000,0.7,761,1272,1,24900,34,3
1,0,1,0,3500,0.54,753,3703,1,48600,38,0
0,0,1,0,0,-1,1484,1332,0,0,61,8
1,0,1,0,4100,0.93,1634,605,1,21000,53,3
0,0,1,0,4400,0.69,1569,6050,0,0,33,8
1,0,1,0,5000,0.66,1239,1175,0,0,37,2
0,1,-1,-1,0,-1,1609,1851,0,0,78,8
1,1,-1,-1,3600,0.51,558,2279,1,25200,55,0
1,1,-1,-1,1700,0.98,1206,2303,1,30600,29,1
1,0,1,1,7300,0.59,1003,3247,1,31300,45,6
1,1,-1,-1,900,0.8,964,3838,1,11900,22,3
1,1,-1,-1,2400,0.8,2158,2603,0,0,43,2
1,1,-1,-1,8500,1.01,3207,4785,1,58700,43,8
1,0,1,0,5500,0.48,1265,5540,1,52600,52,3
0,1,-1,-1,3600,0.58,600,1415,0,0,41,8
0,1,-1,-1,7300,0.62,1104,3543,0,0,45,1
1,0,1,1,5300,0.72,3971,2357,1,13000,58,1
1,1,-1,-1,6900,0.65,1358,3414,1,13400,24,0
0,0,1,0,3000,0.61,956,1408,0,0,34,3
0,0,1,0,6700,0.61,3932,5438,1,44600,51,1
1,1,-1,-1,5900,0.57,2464,107,1,58300,31,2
0,1,-1,-1,7400,0.74,1785,6302,1,39800,62,0
0,0,1,1,2800,1.09,1126,2664,1,26700,54,1
0,1,-1,-1,0,-1,84,5863,1,33000,26,1
1,1,-1,-1,4200,0.55,1018,2088,1,7800,26,5
1,1,-1,-1,3400,0.23,1474,880,0,0,22,6
1,1,-1,-1,4400,1,3295,3810,0,0,19,2
0,0,1,0,2300,0.44,679,1908,0,0,33,8
0,1,-1,-1,5300,0.95,1422,7103,1,46100,35,6
1,1,-1,-1,5200,0.84,1012,1074,0,0,48,8
1,1,-1,-1,10600,0.84,2006,2941,1,30100,48,8
1,1,-1,-1,2100,0.64,806,3401,1,34200,49,1
1,0,1,0,5200,0.76,738,702,1,58700,36,2
0,0,0,0,3900,0.63,276,2872,1,42700,28,1
0,1,-1,-1,2200,0.81,1241,678,0,0,33,2
0,1,-1,-1,6000,0.86,2407,242,1,19300,54,2
1,0,1,0,2600,0.72,723,1324,1,50100,59,6
1,1,-1,-1,6300,0.75,1240,3199,1,23900,52,1
0,0,1,0,3800,0.56,780,1107,0,0,55,5
1,0,1,0,4500,0.89,3044,1310,1,43000,30,8
1,0,1,0,2300,0.38,7363,3748,1,24700,51,1
1,1,-1,-1,2400,0.56,1196,2242,1,26300,55,2
0,0,1,1,4100,0.81,814,2392,0,0,34,7
1,1,-1,-1,8900,0.58,4540,1325,1,61800,46,4
1,1,-1,-1,7900,0.66,5060,3693,1,24500,70,7
0,1,-1,-1,8200,0.58,1045,1428,1,54500,64,8
0,0,0,0,3300,0.44,1563,5972,1,27200,29,1
1,1,-1,-1,2700,0.91,1054,2512,1,18500,35,2
1,0,0,0,2000,0.94,838,3252,1,19200,34,2
1,0,1,0,2500,0.84,4113,1675,1,51000,31,3
1,0,1,0,3400,0.79,1291,1260,1,34800,29,3
1,0,1,0,4800,0.76,2714,4778,1,41500,39,2
1,0,1,0,5000,0.79,3305,4825,1,20100,54,8
0,0,1,0,2700,1.06,697,1992,0,0,40,1
0,0,1,0,0,-1,770,2411,0,0,39,8
1,1,-1,-1,3000,0.61,1186,3569,1,22800,43,3
0,1,-1,-1,3700,0.89,314,2947,0,0,61,2
0,0,1,0,0,-1,1035,3177,1,20600,55,3
1,0,1,0,2500,0.61,976,1812,1,43800,44,8
0,1,-1,-1,3000,0.64,325,5553,1,39200,27,2
0,1,-1,-1,5600,0.74,1705,969,0,0,45,2
1,1,-1,-1,3300,0.97,1528,2377,1,9200,39,3
0,1,-1,-1,4200,0.87,599,2157,0,0,36,5
1,0,1,0,3800,0.6,1763,5489,1,25800,56,4
1,1,-1,-1,6800,0.89,2670,3091,1,34000,44,3
1,0,1,0,5900,0.74,1796,1500,0,0,57,4
0,0,1,0,0,-1,3654,5412,1,53200,46,2
0,1,-1,-1,3400,0.78,964,2303,1,23100,46,3
0,0,1,1,5800,0.74,1494,1086,0,0,27,2
0,0,0,0,4500,0.53,1001,4444,1,40300,24,5
0,0,1,0,2900,0.64,1304,487,0,0,48,7
0,1,-1,-1,6100,0.85,1541,2464,0,0,57,2
0,1,-1,-1,3300,1.04,953,2546,0,0,39,8
1,1,-1,-1,3300,0.95,560,1896,1,39400,24,6
1,0,1,0,500,0.93,487,988,1,33400,52,8
1,1,-1,-1,2700,0.75,1858,4375,1,42700,49,3
0,1,-1,-1,1600,0.74,1344,2756,0,0,71,8
1,0,1,0,6200,0.52,1277,7270,1,21700,24,3
0,1,-1,-1,2500,0.64,1950,2468,0,0,22,0
0,1,-1,-1,2500,0.71,1113,1510,0,0,38,8
0,1,-1,-1,0,-1,840,3831,1,23600,42,2
1,1,-1,-1,4200,0.89,4284,2588,1,65200,42,1
1,0,1,1,2400,0.77,819,2676,1,22700,19,3
1,0,1,0,4800,0.7,2021,7042,1,52700,46,8
0,0,0,0,3200,0.52,1481,970,0,0,34,5
1,0,1,0,5800,0.72,1690,4921,1,34500,42,0
